participant,rater_1,rater_2,rater_3,rater_4,rater_5,performance_1,performance_2,performance_3,performance_4,performance_5,hire_1,hire_2,hire_3,hire_4,hire_5,expansiveness_1,expansiveness_2,expansiveness_3,expansiveness_4,expansiveness_5,gender_1,gender_2,gender_3,gender_4,gender_5,race_1,race_2,race_3,race_4,race_5,Order,Room,qualtrics,cond,Date,Time,RA,Video,Pose,Gamble,Length,Comments,Exclude.Video,Exc.Reason,StartDate,EndDate,powerful,in_charge,dominant,in_control,leader,accomplished,successful,achieving,fullfilled,self.worth,confident,productive,aware_pp,ted_pp,heard_pp,gender,race,exclude_video1,comments_video1,exclude_video2,comments_video2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,n,UE,3/31/16,3:00,IF,N,NA,Y,9,"Participant was not comfortable being filmed; participant completed impression task, gambling task, and survey.",N,,3/31/16,15:06,3/31/16,15:07,4,4,3,3,4,3,3,2,2,2,2,3,N,N,N,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1233,1178,1250,NA,NA,5,3,5,NA,NA,1,2,1,NA,NA,6,2,6,NA,NA,2,2,1,NA,NA,1,1,1,NA,NA,77,1,y,AE,4/5/16,10:30,RT,Y,N,Y,31,NA,N,,4/5/16,11:00,4/5/16,11:02,3,3,3,3,3,3,2,2,3,3,3,4,N,N,N,2,1,N,hands,were,close,to,each,other,on,the,table,(expansive,B),N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,n,AE,3/29/16,11:15,RT,Y,N,Y,25,"Participant asked if she could move when she was watching the video, I replied with the script (hands by your side, sit still, etc.), Insufficient space on camera drive, stopped recording during description of speech. Only one video successfully recorded.",N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1051,1197,1347,NA,NA,4,4,6,NA,NA,2,2,1,NA,NA,5,3,5,NA,NA,2,2,2,NA,NA,4,1,1,NA,NA,92,1,y,AE,4/6/16,6:30,MP,Y,N,Y,31,"Asked ""am I supposed to remember how I feel about the people"" during psychopy task. Participant asked what if she can't make the whole 5 minute speech",N,,4/6/16,19:00,4/6/16,19:01,3,4,4,3,3,3,3,3,3,3,4,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1389,1390,1212,1273,NA,2,3,2,3,NA,2,2,2,3,NA,2,2,2,2,NA,1,2,2,1,NA,1,1,1,1,NA,109,1,y,UC,4/8/16,12:15,RM,Y,NA,Y,28,"Asked about whether the ideal job had to be an established company, struggled with interview",N,,4/8/16,12:38,4/8/16,12:39,2,2,2,2,2,2,2,3,2,3,1,2,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,1,n,UE,4/18/16,9:45,SA,N,NA,N,22,Didn't,want,to,be,video,taped,,N,,4/18/16,10:09,4/18/16,10:09,2,2,2,2,2,2,3,2,2,2,2,2,N,N,N,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1180,1378,1392,1166,NA,5,3,4,3,NA,1,3,2,1,NA,1,4,3,6,NA,2,2,1,2,NA,1,1,2,1,NA,37,1,y,AC,3/29/16,4:15,AF,Y,N,N,34,Participant,had,dificult,time,keeping,hands,on,waist,for,Pose,C:,camera,almost,died,only,two,people,in,N,,3/29/16,16:07,3/29/16,16:47,3,3,3,3,3,4,4,4,3,4,4,3,N,N,Y,2,2,N,not,directly,facing,computer,(constrictive,B),N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1144,1281,1082,1284,NA,3,4,2,4,NA,3,2,2,2,NA,3,5,3,4,NA,1,,1,2,NA,1,,1,1,NA,46,1,y,UE,3/30/16,5:00,SS,Y,NA,N,24,Participant,got,stuck,multiple,times,during,the,speech.,After,said,it,was,brutal,N,,3/30/16,17:20,3/30/16,17:21,1,1,1,1,1,2,2,2,1,2,1,1,N,N,N,1,1,N,"leaned forward slightly, hands near edge of the table (expansive B)",N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1237,1288,1093,1060,NA,3,1,2,1,NA,3,3,3,3,NA,2,6,2,1,NA,2,2,2,2,NA,1,1,1,2,NA,118,1,y,UE,4/10/16,3:45,RM,Y,NA,Y,28,"Struggled with speech, asked if they had to go full minutes, had to use all 4 prompts ",N,,4/10/16,16:05,4/10/16,16:06,2,2,3,3,1,4,4,3,3,4,2,4,N,N,N,1,1,N,NA,N,no,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1144,1159,1094,1272,NA,5,5,2,2,NA,1,1,2,2,NA,4,2,2,2,NA,1,2,2,2,NA,1,2,1,2,NA,96,1,y,AE,4/7/16,10:30,RT,Y,N,N,30,"participant asked how much time was left at around 3 minutes. I had to explain what ""give more detail"" meant after prompting her for a second time.",N,,4/7/16,11:00,4/7/16,11:01,3,1,1,1,1,1,1,1,1,3,3,3,Y,N,Y,2,1,Y,hands,not,behind,her,head,for,more,than,30,s,(expansive,A),N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1131,1178,1129,1126,NA,5,3,4,5,NA,1,3,2,2,NA,4,4,3,5,NA,1,2,1,2,NA,2,1,1,1,NA,197,1,y,AE,4/19/16,4:15,AF,Y,N,N,30,Wanted,impression,task,instructions,repeated:,asked,if,speech,had,to,be,five,minutes,long,N,,4/19/16,15:21,4/19/16,16:44,5,4,4,5,4,5,5,5,5,5,4,5,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1375,1399,1050,1272,NA,5,5,4,4,NA,1,1,2,1,NA,4,5,1,3,NA,2,2,2,2,NA,1,1,2,2,NA,36,1,y,UE,3/29/16,3:30,AF,Y,NA,Y,26,Delayed,few,seconds,on,starting,speech:,asked,when,to,start,speech,N,,3/29/16,15:19,3/29/16,15:54,4,2,4,2,2,5,5,5,3,5,5,3,N,N,N,1,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1118,1390,1352,1083,NA,5,3,4,2,NA,1,2,2,3,NA,3,4,4,3,NA,1,2,2,2,NA,1,1,1,2,NA,130,1,y,UE,4/12/16,9:10,RT,Y,NA,Y,25,"9 am sign up was a no show, and the 9:45 sign up was there at 9, so after waiting ten minutes for the 9 am to show up, I let the 9:45 start early. Looked at camera during speech. Asked how much time left during speech twice.",N,,4/12/16,9:32,4/12/16,9:33,2,3,3,2,4,3,2,4,3,4,2,5,N,N,N,2,1,N,"expansive B--hands far from center of table, close to body",N,fidgeted,a,lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1346,1369,1142,1171,NA,4,5,5,3,NA,1,2,2,2,NA,4,2,5,4,NA,1,2,2,1,NA,1,2,1,5,NA,161,1,y,AE,4/14/16,3:45,IF,Y,N,Y,30,Accidentally,smiled,at,participant,when,they,asked,how,much,time,was,left,N,,4/14/16,16:10,4/14/16,16:11,4,5,5,5,4,4,4,4,3,3,4,4,N,N,N,2,3,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1121,1288,1224,1088,NA,4,3,6,6,NA,2,2,1,1,NA,4,3,5,4,NA,1,2,2,2,NA,1,1,1,1,NA,129,1,y,AC,4/11/16,7:15,JD,Y,N,Y,30,Participant,asked,whether,she,could,take,notes,for,the,speech,,I,told,her,no,because,we,were,focused,on,the,oral,presentation,she,would,be,giving,with,no,assistance,N,,4/11/16,19:38,4/11/16,19:39,3,2,2,3,2,3,3,3,3,3,2,3,Y,Y,Y,2,1,N,NA,N,"left position frequently, but not for 30+ sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1121,1185,1184,NA,NA,3,4,2,NA,NA,3,2,3,NA,NA,3,1,4,NA,NA,1,1,2,NA,NA,1,3,1,NA,NA,178,1,y,UC,4/17/16,4:30,JD,Y,NA,N,24,"Did not make eye contact hardly at all, used lots of filler words, and ended very early without the prompt questions",N,,4/17/16,16:51,4/17/16,16:52,2,1,1,1,2,2,2,2,2,4,3,3,N,N,N,2,1,N,left,arm,is,high,in,constrictive,pose,A,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1144,1042,1333,NA,NA,5,1,6,NA,NA,2,2,1,NA,NA,7,7,6,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,85,1,y,UE,4/6/16,10:30,YS,Y,NA,Y,25,"Participant asked about what he should talk about during the speech, I responed ""your dream job, what you want to do in the future""",N,,4/6/16,10:52,4/6/16,10:53,5,4,4,4,5,4,4,5,4,4,4,4,N,N,N,1,1,N,"stood far from desk, hands on the edge of the table (expansive B)",N,fidgeted,a,lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1386,1025,1082,NA,NA,4,1,5,NA,NA,2,3,1,NA,NA,4,5,4,NA,NA,2,1,1,NA,NA,1,1,1,NA,NA,84,1,y,UE,4/5/16,6:30,MP,Y,NA,Y,26,"Participant asked what task was going to be filmed during the consent process, I told her she would find out later and that it is nothing crazy. Went through all 4 follow-up questions during speech",N,,4/5/16,18:55,4/5/16,18:56,4,4,4,4,4,4,4,4,2,4,5,2,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1179,1238,1343,NA,NA,4,5,4,NA,NA,1,1,1,NA,NA,3,5,3,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,67,1,y,UE,4/4/16,9:00,SA,Y,NA,Y,27,looked,at,camera,while,doing,speech,,N,,4/4/16,9:31,4/4/16,9:33,4,3,3,3,4,3,4,4,3,5,5,4,Y,N,Y,2,1,N,hands,were,close,to,each,other,on,the,table,(expansive,B),N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1375,1042,1078,NA,NA,5,4,3,NA,NA,1,2,2,NA,NA,3,3,2,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,206,1,y,UE,4/20/16,2:45,JD,Y,NA,Y,24,Noted,how,hard,it,was,to,come,up,with,speech,information,on,the,spot,N,,4/20/16,15:06,4/20/16,15:07,1,1,1,1,1,1,2,1,1,2,2,3,Y,Y,N,2,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1152,1275,1254,NA,NA,2,3,3,NA,NA,2,2,2,NA,NA,4,2,3,NA,NA,1,2,2,NA,NA,1,1,2,NA,NA,207,1,y,AE,4/20/16,3:30,SS,Y,N,Y,28,"had hard time getting to five minute mark, promted 3 times",N,,4/20/16,15:55,4/20/16,15:56,3,3,2,4,3,4,4,3,3,3,2,3,N,N,N,2,1,N,NA,N,"Moved legs and hands a lot, but not for 30s at a time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1020,1246,1256,NA,NA,1,4,6,NA,NA,3,2,1,NA,NA,1,2,6,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,177,1,y,AE,4/17/16,3:00,RM,Y,N,Y,31,NA,N,,4/17/16,15:26,4/17/16,15:27,1,1,1,1,1,1,1,1,1,1,1,1,N,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1173,1140,1176,1177,NA,2,5,3,1,NA,2,2,2,3,NA,4,5,2,5,NA,1,2,2,2,NA,1,1,1,4,NA,1,1,y,AC,3/22/16,3:30,AF,Y,N,Y,35,David,was,here.,Participant,was,holding,pose,C,wrong,for,the,first,minute,N,,3/22/16,15:29,3/22/16,16:02,2,2,2,3,2,2,3,2,3,4,4,2,N,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1315,1312,1216,1208,NA,3,5,6,7,NA,2,1,1,1,NA,4,4,7,6,NA,2,1,2,2,NA,1,1,2,1,NA,163,1,y,UE,4/15/16,8:30,HM,Y,NA,Y,24,Grabbed,raffle,tickets,so,I,couldn't,hide,them,,stopped,holding,pose,while,I,was,giving,speech,instructions,N,,4/15/16,8:52,4/15/16,8:52,4,4,4,4,3,4,4,3,3,3,2,3,Y,N,Y,1,1,N,NA,N,arms,in,pockets,on,hips,at,times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1173,1289,1330,NA,NA,3,2,2,NA,NA,2,2,3,NA,NA,4,3,5,NA,NA,1,1,2,NA,NA,1,1,1,NA,NA,162,1,y,UE,4/14/16,4:30,IF,Y,NA,N,24,Participant,aked,for,promting,question,during,speech,and,talked,as,if,they,were,already,graduated,from,MSU,N,,4/14/16,16:51,4/14/16,16:53,3,3,1,3,2,2,3,3,3,4,3,4,N,N,Y,2,1,N,NA,N,fidgeted,a,lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1335,1288,1063,1009,NA,6,6,2,2,NA,1,1,3,1,NA,4,6,3,2,NA,2,2,2,1,NA,1,1,3,5,NA,55,1,y,AE,3/31/16,5:15,IF,Y,N,Y,31,Participant,asked,if,they,had,to,go,full,5,min,during,speech--answered,yes.,N,,3/31/16,17:40,3/31/16,17:41,3,3,4,2,2,4,4,4,4,4,3,4,Y,N,Y,2,1,N,NA,N,fidgeted,a,lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1056,1101,1351,1354,NA,3,2,5,2,NA,3,2,1,3,NA,3,5,2,2,NA,2,2,1,1,NA,1,1,1,1,NA,220,1,y,AC,4/22/16,2:45,IF,Y,N,N,31,Participant,asked,for,clarification,on,the,impression,task.,Participant,asked,how,how,much,time,was,left,during,speech.,,,N,,4/22/16,15:11,4/22/16,15:12,2,2,3,2,4,2,2,2,3,4,3,4,Y,N,Y,2,5,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1081,1253,1074,1088,NA,6,5,3,2,NA,1,1,3,3,NA,5,4,4,4,NA,2,2,2,2,NA,1,1,1,1,NA,91,1,y,UE,4/6/16,5:45,SS,Y,NA,Y,25,Stated,name,at,beginning,of,speech,N,,4/6/16,18:07,4/6/16,18:08,3,3,3,3,3,2,2,2,2,3,2,2,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1121,1169,1163,1104,NA,3,3,4,5,NA,2,3,2,2,NA,3,6,3,3,NA,1,2,2,2,NA,1,1,1,1,NA,143,1,y,AE,4/13/16,9:00,SA,Y,NA,Y,26,NA,N,,4/13/16,9:27,4/13/16,9:28,3,3,2,3,4,3,3,3,2,4,4,3,Y,N,Y,2,1,N,NA,N,sometimes,put,fists,on,hips,in,expansive,pose,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1013,1072,1276,1260,NA,5,4,6,6,NA,2,1,1,1,NA,3,3,3,5,NA,2,2,2,1,NA,1,1,1,1,NA,128,1,y,AE,4/11/16,6:30,JD,Y,N,Y,29,Clarified,whether,the,speech,had,to,be,all,5,minutes,N,,4/11/16,18:51,4/11/16,18:52,3,2,3,4,4,4,2,4,3,4,3,4,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1180,1034,1228,1205,NA,3,5,4,2,NA,2,1,2,2,NA,1,5,1,1,NA,2,2,2,1,NA,1,1,1,1,NA,159,1,y,AE,4/14/16,1:30,AF,Y,N,Y,29,May,have,smiled,once,during,speech,when,participant,needed,prompting,N,,4/14/16,12:32,4/14/16,13:58,1,1,1,1,1,1,1,1,1,3,1,1,Y,N,Y,2,1,N,NA,Y,left,pose,at,2:01,and,never,went,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,n,AC,4/7/16,11:15,RT,N,N,Y,31,"asked if she had to specify a specific job for the interview, to which I explained that she should just come up with something and if she does not know what she wants do that is okay.",N,,4/7/16,11:44,4/7/16,11:46,3,2,2,2,3,2,2,2,1,3,3,2,Y,Y,N,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1366,1395,1063,NA,NA,4,2,5,NA,NA,2,3,1,NA,NA,5,3,3,NA,NA,2,1,2,NA,NA,5,1,3,NA,NA,195,1,y,AC,4/19/16,2:00,IF,Y,N,Y,30,Participant,asked,how,they,would,know,the,time--informed,them,the,timer,would,go,off,at,the,end,of,the,5,min,and,they,could,ask,how,much,time,was,left,N,,4/19/16,14:26,4/19/16,14:27,4,3,3,5,4,4,4,3,4,3,2,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1183,1332,1097,1177,NA,3,3,1,2,NA,2,3,3,3,NA,2,2,1,1,NA,2,2,2,2,NA,1,3,1,4,NA,49,1,y,AE,3/30/16,7:15,MP,Y,N,Y,33,Participant,asked,whether,to,keep,going,during,the,speech,N,,3/30/16,19:45,3/30/16,19:46,3,3,3,4,3,3,3,2,2,4,3,3,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1302,1382,1277,NA,NA,5,6,6,NA,NA,1,1,1,NA,NA,4,6,6,NA,NA,2,2,,NA,NA,1,2,,NA,NA,98,1,y,UC,4/7/16,12:00,AF,Y,NA,N,24,Extremely,talkative,,held,position,incorrectly,for,first,minute,of,second,video,(pose,C):,I,accidentally,snickered,when,asked,if,had,to,keep,rambling,N,,4/7/16,11:55,4/7/16,12:23,5,4,4,5,5,4,4,5,3,4,5,4,Y,Y,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1237,1042,1058,1198,NA,4,2,5,4,NA,2,2,2,2,NA,5,1,3,3,NA,2,2,2,2,NA,1,1,4,1,NA,13,67,y,UC,4/6/16,12:45PM,CT,Y,NA,Y,27,Forgot,to,put,lab,coat,on.,N,,4/6/16,13:08,4/6/16,13:09,5,5,4,5,5,5,5,5,5,5,5,5,N,N,Y,2,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1233,1369,1196,1311,NA,3,3,3,4,NA,2,2,3,2,NA,2,4,3,6,NA,2,2,2,2,NA,1,2,1,1,NA,50,67,y,UE,4/19/16,12:15pm,CK,Y,NA,Y,27,"Timer for 1 minute stopped, guessed how much time was left. Part. Asked what happens if her speech isn't 5 minutes, told her it must be 5 minutes. ",N,,4/19/16,12:38,4/19/16,12:40,2,3,2,3,4,4,3,3,3,4,4,3,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
